choice_numeric_unfiltered,trial_filter,stim_RT,stim_ACC,achoice,bchoice,cchoice,stim_choice,stim_choice_numeric,prob_1,prob_2,prob_3,best_choice,above_chance_diff,prob_switch_err,spont_switch_err,erratic_spont,explore_switch,error_NOS,perseverative
1,1,1207,1,1,0,0,A,1,NaN,NaN,NaN,0,NaN,0,0,0,0,0,0
1,1,895,0,1,0,0,A,1,1,0,0,1,1,0,0,0,0,1,0
1,1,657,1,1,0,0,A,1,0.5,0,0,1,0.166666666666667,0,0,0,0,0,0
1,1,719,0,1,0,0,A,1,0.666666666666667,0,0,1,0.333333333333333,0,0,0,0,1,0
3,1,810,1,0,0,1,C,3,0.5,0,0,0,-0.166666666666667,0,0,0,0,0,0
2,1,1731,1,0,1,0,B,2,0.4,0,0.2,0,-0.266666666666667,0,0,0,0,0,0
3,1,1710,0,0,0,1,C,3,0.333333333333333,0.166666666666667,0.166666666666667,0,0.333333333333333,0,1,0,0,0,0
2,1,683,1,0,1,0,B,2,0.285714285714286,0.142857142857143,0.142857142857143,0,-0.0476190476190476,0,0,0,0,0,0
2,1,1123,1,0,1,0,B,2,0.25,0.25,0.125,1,-0.0833333333333333,0,0,0,0,0,0
1,1,1156,1,1,0,0,A,1,0.222222222222222,0.333333333333333,0.111111111111111,0,0,0,0,0,0,0,0
1,1,730,1,1,0,0,A,1,0.3,0.3,0.1,1,-0.0333333333333333,0,0,0,0,0,0
1,1,780,1,1,0,0,A,1,0.3,0.3,0.1,1,-0.0333333333333333,0,0,0,0,0,0
3,1,1302,0,0,0,1,C,3,0.4,0.3,0.1,0,0.0666666666666667,0,1,1,0,0,0
3,1,775,0,0,0,1,C,3,0.3,0.3,0.1,0,0.3,0,0,0,0,1,0
2,1,499,1,0,1,0,B,2,0.3,0.3,0.1,1,-0.366666666666667,0,0,0,0,0,0
2,1,921,1,0,1,0,B,2,0.3,0.4,0,1,0.0666666666666667,0,0,0,0,0,0
