choice_numeric_unfiltered,trial_filter,stim_RT,stim_ACC,achoice,bchoice,cchoice,stim_choice,stim_choice_numeric,prob_1,prob_2,prob_3,best_choice,above_chance_diff,prob_switch_err,spont_switch_err,erratic_spont,explore_switch,error_NOS,perseverative
1,1,820,1,1,0,0,A,1,NaN,NaN,NaN,0,NaN,0,0,0,0,0,0
1,1,817,0,1,0,0,A,1,1,0,0,1,1,0,0,0,0,1,0
3,1,444,1,0,0,1,C,3,0.5,0,0,0,0.166666666666667,0,0,0,0,0,0
1,1,296,1,1,0,0,A,1,0.333333333333333,0,0.333333333333333,1,0,0,0,0,0,0,0
1,1,342,1,1,0,0,A,1,0.5,0,0.25,1,-0.166666666666667,0,0,0,0,0,0
2,1,507,1,0,1,0,B,2,0.6,0,0.2,0,-0.0666666666666667,0,0,0,0,0,0
3,1,340,0,0,0,1,C,3,0.5,0.166666666666667,0.166666666666667,0,0.5,0,1,0,0,0,0
2,1,533,1,0,1,0,B,2,0.428571428571429,0.142857142857143,0.142857142857143,0,0.0952380952380952,0,0,0,0,0,0
2,1,442,1,0,1,0,B,2,0.375,0.25,0.125,0,0.0416666666666667,0,0,0,0,0,0
1,1,366,1,1,0,0,A,1,0.333333333333333,0.333333333333333,0.111111111111111,1,0,0,0,0,0,0,0
1,1,350,1,1,0,0,A,1,0.4,0.3,0.1,1,0.0666666666666667,0,0,0,0,0,0
1,1,318,1,1,0,0,A,1,0.4,0.3,0.1,1,0.0666666666666667,0,0,0,0,0,0
3,1,384,0,0,0,1,C,3,0.5,0.3,0.1,0,0.166666666666667,0,1,1,0,0,0
2,1,407,0,0,1,0,B,2,0.5,0.3,0,0,0.5,0,0,0,0,0,0
2,1,379,1,0,1,0,B,2,0.4,0.3,0,0,-0.266666666666667,0,0,0,0,0,0
1,1,360,0,1,0,0,A,1,0.3,0.4,0,0,0.0666666666666667,0,1,0,0,0,0
2,1,272,1,0,1,0,B,2,0.3,0.3,0,1,-0.0333333333333333,0,0,0,0,0,0
1,1,447,1,1,0,0,A,1,0.3,0.4,0,0,0.0666666666666667,0,0,0,0,0,0
2,1,364,1,0,1,0,B,2,0.4,0.3,0,0,-0.266666666666667,0,0,0,0,0,0
1,1,315,1,1,0,0,A,1,0.4,0.3,0,1,0.0666666666666667,0,0,0,0,0,0
3,1,366,1,0,0,1,C,3,0.4,0.3,0,0,0.0666666666666667,0,0,0,0,0,0
2,1,292,0,0,1,0,B,2,0.3,0.3,0.1,1,0.3,0,1,0,0,0,0
3,1,346,1,0,0,1,C,3,0.2,0.3,0.1,0,-0.0333333333333333,0,0,0,0,0,0
3,1,378,0,0,0,1,C,3,0.2,0.3,0.2,0,0.3,0,0,0,0,1,0
1,1,557,1,1,0,0,A,1,0.2,0.3,0.2,0,-0.366666666666667,0,0,0,0,0,0
1,1,408,1,1,0,0,A,1,0.3,0.2,0.2,1,-0.0333333333333333,0,0,0,0,0,0
1,1,390,1,1,0,0,A,1,0.4,0.2,0.2,1,0.0666666666666667,0,0,0,0,0,0
2,1,363,1,0,1,0,B,2,0.5,0.1,0.2,0,0.166666666666667,0,0,0,0,0,0
1,1,288,1,1,0,0,A,1,0.4,0.2,0.2,1,0.0666666666666667,0,0,0,0,0,0
3,1,315,1,0,0,1,C,3,0.5,0.1,0.2,0,0.166666666666667,0,0,0,0,0,0
3,1,376,1,0,0,1,C,3,0.4,0.1,0.3,0,0.0666666666666667,0,0,0,0,0,0
1,1,342,0,1,0,0,A,1,0.4,0.1,0.3,1,0.4,0,1,0,1,0,0
2,1,338,0,0,1,0,B,2,0.4,0.1,0.3,0,0.0666666666666667,1,0,0,0,0,0
3,1,354,0,0,0,1,C,3,0.4,0.1,0.2,0,0.0666666666666667,0,0,0,0,0,0
2,1,540,0,0,1,0,B,2,0.4,0.1,0.2,0,0.4,0,0,0,0,0,0
2,1,440,0,0,1,0,B,2,0.3,0.1,0.2,0,0.3,0,0,0,0,1,0
2,1,428,0,0,1,0,B,2,0.2,0.1,0.2,0,0.2,0,0,0,0,1,0
3,1,462,0,0,0,1,C,3,0.1,0.1,0.2,1,0.2,0,0,0,0,0,0
2,1,355,0,0,1,0,B,2,0.1,0,0.2,0,-0.133333333333333,1,0,0,0,0,0
3,1,329,0,0,0,1,C,3,0,0,0.2,1,0.2,0,0,0,0,0,0
2,1,288,0,0,1,0,B,2,0,0,0.1,0,0.1,1,0,0,0,0,0
3,1,375,0,0,0,1,C,3,0,0,0,1,-0.333333333333333,0,0,0,0,0,0
1,1,327,0,1,0,0,A,1,0,0,0,1,0,1,0,0,0,0,0
