choice_numeric_unfiltered,trial_filter,stim_RT,stim_ACC,achoice,bchoice,cchoice,stim_choice,stim_choice_numeric,prob_1,prob_2,prob_3,best_choice,above_chance_diff,prob_switch_err,spont_switch_err,erratic_spont,explore_switch,error_NOS,perseverative
3,1,5504,0,0,0,1,C,3,NaN,NaN,NaN,0,NaN,0,0,0,0,0,0
2,1,2686,0,0,1,0,B,2,0,0,0,1,0,0,0,0,0,0,0
2,1,662,1,0,1,0,B,2,0,0,0,1,-0.333333333333333,0,0,0,0,0,0
1,1,658,1,1,0,0,A,1,0,0.333333333333333,0,0,0,0,0,0,0,0,0
1,1,624,1,1,0,0,A,1,0.25,0.25,0,1,-0.416666666666667,0,0,0,0,0,0
2,1,725,1,0,1,0,B,2,0.4,0.2,0,0,-0.266666666666667,0,0,0,0,0,0
3,1,443,0,0,0,1,C,3,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,1,0,0,0,0
2,1,498,1,0,1,0,B,2,0.285714285714286,0.285714285714286,0,1,-0.0476190476190476,0,0,0,0,0,0
2,1,642,1,0,1,0,B,2,0.25,0.375,0,1,0.0416666666666667,0,0,0,0,0,0
1,1,617,1,1,0,0,A,1,0.222222222222222,0.444444444444444,0,0,0.111111111111111,0,0,0,0,0,0
1,1,401,1,1,0,0,A,1,0.3,0.4,0,0,0.0666666666666667,0,0,0,0,0,0
1,1,467,1,1,0,0,A,1,0.4,0.4,0,1,0.0666666666666667,0,0,0,0,0,0
3,1,375,0,0,0,1,C,3,0.5,0.4,0,0,0.166666666666667,0,1,1,0,0,0
2,1,348,0,0,1,0,B,2,0.5,0.3,0,0,0.5,0,0,0,0,0,0
2,1,405,1,0,1,0,B,2,0.4,0.3,0,0,-0.266666666666667,0,0,0,0,0,0
2,1,698,1,0,1,0,B,2,0.3,0.4,0,1,0.0666666666666667,0,0,0,0,0,0
3,1,952,1,0,0,1,C,3,0.3,0.4,0,0,0.0666666666666667,0,0,0,0,0,0
1,1,560,1,1,0,0,A,1,0.3,0.4,0.1,0,0.0666666666666667,0,0,0,0,0,0
2,1,415,1,0,1,0,B,2,0.4,0.3,0.1,0,-0.266666666666667,0,0,0,0,0,0
1,1,566,1,1,0,0,A,1,0.4,0.3,0.1,1,0.0666666666666667,0,0,0,0,0,0
3,1,376,1,0,0,1,C,3,0.4,0.3,0.1,0,0.0666666666666667,0,0,0,0,0,0
2,1,414,0,0,1,0,B,2,0.3,0.3,0.2,1,0.3,0,1,0,0,0,0
3,1,982,1,0,0,1,C,3,0.2,0.3,0.2,0,-0.0333333333333333,0,0,0,0,0,0
3,1,569,0,0,0,1,C,3,0.2,0.3,0.3,1,0.3,0,0,0,0,1,0
1,1,492,1,1,0,0,A,1,0.2,0.3,0.3,0,-0.366666666666667,0,0,0,0,0,0
1,1,519,1,1,0,0,A,1,0.3,0.2,0.3,1,-0.0333333333333333,0,0,0,0,0,0
1,1,628,1,1,0,0,A,1,0.4,0.1,0.3,1,0.0666666666666667,0,0,0,0,0,0
2,1,441,1,0,1,0,B,2,0.5,0.1,0.2,0,0.166666666666667,0,0,0,0,0,0
1,1,391,1,1,0,0,A,1,0.4,0.2,0.2,1,0.0666666666666667,0,0,0,0,0,0
3,1,318,1,0,0,1,C,3,0.5,0.1,0.2,0,0.166666666666667,0,0,0,0,0,0
3,1,336,1,0,0,1,C,3,0.4,0.1,0.3,0,0.0666666666666667,0,0,0,0,0,0
1,1,347,0,1,0,0,A,1,0.4,0.1,0.3,1,0.4,0,1,0,1,0,0
2,1,739,0,0,1,0,B,2,0.4,0.1,0.3,0,0.0666666666666667,1,0,0,0,0,0
3,1,347,0,0,0,1,C,3,0.4,0.1,0.2,0,0.0666666666666667,0,0,0,0,0,0
3,1,665,0,0,0,1,C,3,0.4,0.1,0.2,0,0.4,0,0,0,0,1,0
1,1,318,0,1,0,0,A,1,0.3,0.1,0.2,1,0.3,0,0,0,0,0,0
3,1,325,0,0,0,1,C,3,0.2,0.1,0.2,1,0.2,1,0,0,0,0,0
3,1,555,0,0,0,1,C,3,0.1,0.1,0.2,1,0.2,0,0,0,0,1,0
2,1,502,1,0,1,0,B,2,0.1,0,0.2,0,-0.133333333333333,0,0,0,0,0,0
1,1,843,0,1,0,0,A,1,0,0.1,0.2,0,0.2,0,1,0,0,0,0
1,1,659,0,1,0,0,A,1,0,0.1,0.1,0,0.1,0,0,0,0,1,0
1,1,509,0,1,0,0,A,1,0,0.1,0,0,-0.233333333333333,0,0,0,0,1,0
1,1,516,0,1,0,0,A,1,0,0.1,0,0,0.1,0,0,0,0,1,0
2,1,769,0,0,1,0,B,2,0,0.1,0,1,0.1,0,0,0,0,0,0
1,1,608,1,1,0,0,A,1,0,0.1,0,0,-0.566666666666667,0,0,0,0,0,0
2,1,443,1,0,1,0,B,2,0.1,0.1,0,1,-0.233333333333333,0,0,0,0,0,0
1,1,559,0,1,0,0,A,1,0.1,0.2,0,0,0.2,0,1,1,0,0,0
1,1,408,0,1,0,0,A,1,0.1,0.2,0,0,-0.133333333333333,0,0,0,0,1,0
2,1,685,1,0,1,0,B,2,0.1,0.2,0,1,-0.133333333333333,0,0,0,0,0,0
1,1,398,0,1,0,0,A,1,0.1,0.2,0,0,0.2,0,1,1,0,0,0
3,1,884,1,0,0,1,C,3,0.1,0.2,0,0,-0.133333333333333,0,0,0,0,0,0
3,1,948,0,0,0,1,C,3,0.1,0.2,0.1,0,0.2,0,0,0,0,1,0
3,1,570,0,0,0,1,C,3,0.1,0.2,0.1,0,0.2,0,0,0,0,1,0
2,1,552,0,0,1,0,B,2,0.1,0.2,0.1,1,0.2,0,0,0,0,0,0
3,1,504,0,0,0,1,C,3,0.1,0.2,0.1,0,0.2,1,0,0,0,0,0
2,1,330,1,0,1,0,B,2,0,0.2,0.1,1,-0.133333333333333,0,0,0,0,0,0
1,1,474,0,1,0,0,A,1,0,0.2,0.1,0,0.2,0,1,1,0,0,0
3,1,1532,0,0,0,1,C,3,0,0.2,0.1,0,0.2,0,0,0,0,0,0
1,1,1372,0,1,0,0,A,1,0,0.2,0.1,0,0.2,0,0,0,0,0,0
1,1,2529,0,1,0,0,A,1,0,0.1,0.1,0,0.1,0,0,0,0,1,0
1,1,472,1,1,0,0,A,1,0,0.1,0.1,0,-0.566666666666667,0,0,0,0,0,0
3,1,460,1,0,0,1,C,3,0.1,0.1,0,0,-0.566666666666667,0,0,0,0,0,0
3,1,414,1,0,0,1,C,3,0.1,0.1,0.1,1,-0.233333333333333,0,0,0,0,0,0
3,1,354,1,0,0,1,C,3,0.1,0.1,0.2,1,-0.133333333333333,0,0,0,0,0,0
2,1,348,0,0,1,0,B,2,0.1,0.1,0.3,0,-0.0333333333333333,0,1,1,0,0,0
2,1,313,1,0,1,0,B,2,0.1,0.1,0.3,0,-0.0333333333333333,0,0,0,0,0,0
2,1,425,1,0,1,0,B,2,0.1,0.1,0.3,0,-0.0333333333333333,0,0,0,0,0,0
2,1,555,1,0,1,0,B,2,0.1,0.2,0.3,0,-0.0333333333333333,0,0,0,0,0,0
3,1,461,1,0,0,1,C,3,0.1,0.3,0.3,1,-0.0333333333333333,0,0,0,0,0,0
1,1,347,1,1,0,0,A,1,0.1,0.3,0.4,0,0.0666666666666667,0,0,0,0,0,0
1,1,327,1,1,0,0,A,1,0.2,0.3,0.4,0,0.0666666666666667,0,0,0,0,0,0
2,1,3522,0,0,1,0,B,2,0.2,0.3,0.4,0,0.4,0,1,0,0,0,0
1,1,523,0,1,0,0,A,1,0.2,0.3,0.3,0,-0.0333333333333333,0,0,0,0,0,0
2,1,878,1,0,1,0,B,2,0.2,0.3,0.2,1,-0.0333333333333333,0,0,0,0,0,0
2,1,1341,1,0,1,0,B,2,0.2,0.4,0.1,1,0.0666666666666667,0,0,0,0,0,0
2,1,2353,1,0,1,0,B,2,0.2,0.5,0.1,1,0.166666666666667,0,0,0,0,0,0
1,1,1379,1,1,0,0,A,1,0.2,0.5,0.1,0,0.166666666666667,0,0,0,0,0,0
2,1,897,1,0,1,0,B,2,0.3,0.4,0.1,1,0.0666666666666667,0,0,0,0,0,0
1,1,2030,1,1,0,0,A,1,0.3,0.4,0.1,0,0.0666666666666667,0,0,0,0,0,0
3,1,880,1,0,0,1,C,3,0.4,0.4,0,0,0.0666666666666667,0,0,0,0,0,0
2,1,422,0,0,1,0,B,2,0.3,0.4,0.1,1,0.4,0,1,0,1,0,0
1,1,1220,1,1,0,0,A,1,0.2,0.4,0.1,0,0.0666666666666667,0,0,0,0,0,0
2,1,1030,0,0,1,0,B,2,0.3,0.4,0.1,1,0.4,0,1,0,1,0,0
3,1,805,0,0,0,1,C,3,0.3,0.4,0.1,0,0.4,1,0,0,0,0,0
3,1,334,1,0,0,1,C,3,0.3,0.3,0.1,0,-0.366666666666667,0,0,0,0,0,0
1,1,342,1,1,0,0,A,1,0.3,0.2,0.2,1,-0.0333333333333333,0,0,0,0,0,0
