choice_numeric_unfiltered,trial_filter,stim_RT,stim_ACC,achoice,bchoice,cchoice,stim_choice,stim_choice_numeric,prob_1,prob_2,prob_3,best_choice,above_chance_diff,prob_switch_err,spont_switch_err,erratic_spont,explore_switch,error_NOS,perseverative
3,1,3052,0,0,0,1,C,3,NaN,NaN,NaN,0,NaN,0,0,0,0,0,0
2,1,538,0,0,1,0,B,2,0,0,0,1,0,0,0,0,0,0,0
1,1,1153,0,1,0,0,A,1,0,0,0,1,-0.333333333333333,1,0,0,0,0,0
2,1,650,1,0,1,0,B,2,0,0,0,1,-0.333333333333333,0,0,0,0,0,0
1,1,354,1,1,0,0,A,1,0,0.25,0,0,-0.416666666666667,0,0,0,0,0,0
2,1,427,1,0,1,0,B,2,0.2,0.2,0,1,-0.466666666666667,0,0,0,0,0,0
3,1,340,0,0,0,1,C,3,0.166666666666667,0.333333333333333,0,0,0.333333333333333,0,1,1,0,0,0
2,1,400,1,0,1,0,B,2,0.142857142857143,0.285714285714286,0,1,-0.0476190476190476,0,0,0,0,0,0
2,1,416,1,0,1,0,B,2,0.125,0.375,0,1,0.0416666666666667,0,0,0,0,0,0
1,1,437,1,1,0,0,A,1,0.111111111111111,0.444444444444444,0,0,0.111111111111111,0,0,0,0,0,0
1,1,341,1,1,0,0,A,1,0.2,0.4,0,0,0.0666666666666667,0,0,0,0,0,0
1,1,273,1,1,0,0,A,1,0.3,0.4,0,0,0.0666666666666667,0,0,0,0,0,0
3,1,381,0,0,0,1,C,3,0.4,0.4,0,0,0.0666666666666667,0,1,0,0,0,0
2,1,519,0,0,1,0,B,2,0.4,0.4,0,1,0.4,0,0,0,0,0,0
2,1,948,0,0,1,0,B,2,0.4,0.3,0,0,-0.266666666666667,0,0,0,0,1,0
3,1,361,1,0,0,1,C,3,0.3,0.3,0,0,-0.0333333333333333,0,0,0,0,0,0
3,1,426,1,0,0,1,C,3,0.3,0.2,0.1,0,-0.0333333333333333,0,0,0,0,0,0
1,1,338,1,1,0,0,A,1,0.3,0.2,0.2,1,-0.0333333333333333,0,0,0,0,0,0
2,1,395,1,0,1,0,B,2,0.4,0.1,0.2,0,-0.266666666666667,0,0,0,0,0,0
2,1,465,1,0,1,0,B,2,0.4,0.1,0.2,0,0.0666666666666667,0,0,0,0,0,0
3,1,349,1,0,0,1,C,3,0.3,0.2,0.2,0,-0.0333333333333333,0,0,0,0,0,0
2,1,344,0,0,1,0,B,2,0.2,0.2,0.3,0,0.3,0,1,0,0,0,0
3,1,286,1,0,0,1,C,3,0.1,0.2,0.3,1,-0.0333333333333333,0,0,0,0,0,0
3,1,456,0,0,0,1,C,3,0.1,0.2,0.4,1,0.4,0,0,0,0,1,0
1,1,5122,0,1,0,0,A,1,0.1,0.2,0.4,0,-0.266666666666667,1,0,0,0,0,0
2,1,181,1,0,1,0,B,2,0.1,0.2,0.4,0,0.0666666666666667,0,0,0,0,0,0
1,1,296,0,1,0,0,A,1,0.1,0.3,0.3,0,-0.0333333333333333,0,1,0,0,0,0
3,1,224,0,0,0,1,C,3,0.1,0.3,0.2,0,-0.0333333333333333,0,0,0,0,0,0
2,1,18,1,0,1,0,B,2,0,0.3,0.2,1,-0.0333333333333333,0,0,0,0,0,0
3,1,452,0,0,0,1,C,3,0,0.3,0.2,0,-0.0333333333333333,0,1,1,0,0,0
1,1,182,0,1,0,0,A,1,0,0.2,0.2,0,-0.133333333333333,0,0,0,0,0,0
3,1,337,0,0,0,1,C,3,0,0.2,0.1,0,0.2,0,0,0,0,0,0
1,1,154,1,1,0,0,A,1,0,0.2,0.1,0,-0.133333333333333,0,0,0,0,0,0
2,1,169,1,0,1,0,B,2,0.1,0.2,0,1,-0.133333333333333,0,0,0,0,0,0
1,1,189,0,1,0,0,A,1,0.1,0.3,0,0,0.3,0,1,1,0,0,0
3,1,13,0,0,0,1,C,3,0.1,0.3,0,0,0.3,0,0,0,0,0,0
1,1,31,0,1,0,0,A,1,0.1,0.2,0,0,0.2,0,0,0,0,0,0
1,1,195,0,1,0,0,A,1,0.1,0.2,0,0,0.2,0,0,0,0,1,0
3,1,294,1,0,0,1,C,3,0.1,0.2,0,0,-0.133333333333333,0,0,0,0,0,0
1,1,127,0,1,0,0,A,1,0.1,0.1,0.1,1,0.1,0,1,0,0,0,0
3,1,40,0,0,0,1,C,3,0.1,0.1,0.1,1,0.1,1,0,0,0,0,0
1,1,96,0,1,0,0,A,1,0.1,0.1,0.1,1,-0.233333333333333,1,0,0,0,0,0
1,1,399,0,1,0,0,A,1,0.1,0.1,0.1,1,0.1,0,0,0,0,1,0
2,1,201,0,0,1,0,B,2,0,0.1,0.1,1,0.1,1,0,0,0,0,0
1,1,154,0,1,0,0,A,1,0,0,0.1,0,-0.566666666666667,1,0,0,0,0,0
1,1,171,0,1,0,0,A,1,0,0,0.1,0,-0.233333333333333,0,0,0,0,1,0
3,1,266,0,0,0,1,C,3,0,0,0.1,1,0.1,0,0,0,0,0,0
3,1,15,0,0,0,1,C,3,0,0,0.1,1,-0.233333333333333,0,0,0,0,1,0
2,1,215,1,0,1,0,B,2,0,0,0.1,0,-0.233333333333333,0,0,0,0,0,0
1,1,77,0,1,0,0,A,1,0,0.1,0,0,0.1,0,1,0,0,0,0
3,1,304,0,0,0,1,C,3,0,0.1,0,0,-0.233333333333333,0,0,0,0,0,0
2,1,35,0,0,1,0,B,2,0,0.1,0,1,0.1,0,0,0,0,0,0
2,1,66,0,0,1,0,B,2,0,0.1,0,1,0.1,0,0,0,0,1,0
1,1,265,0,1,0,0,A,1,0,0.1,0,0,0.1,1,0,0,0,0,0
2,1,166,0,0,1,0,B,2,0,0.1,0,1,0.1,0,0,0,0,0,0
3,1,109,0,0,0,1,C,3,0,0.1,0,0,-0.233333333333333,1,0,0,0,0,0
2,1,61,0,0,1,0,B,2,0,0.1,0,1,0.1,0,0,0,0,0,0
1,1,89,0,1,0,0,A,1,0,0.1,0,0,0.1,1,0,0,0,0,0
1,1,20,0,1,0,0,A,1,0,0.1,0,0,0.1,0,0,0,0,1,0
3,1,135,0,0,0,1,C,3,0,0,0,1,0,0,0,0,0,0,0
1,1,172,0,1,0,0,A,1,0,0,0,1,-0.666666666666667,1,0,0,0,0,0
1,1,284,1,1,0,0,A,1,0,0,0,1,-0.666666666666667,0,0,0,0,0,0
2,1,209,0,0,1,0,B,2,0.1,0,0,0,-0.233333333333333,0,1,1,0,0,0
1,1,194,1,1,0,0,A,1,0.1,0,0,1,-0.233333333333333,0,0,0,0,0,0
2,1,331,0,0,1,0,B,2,0.2,0,0,0,-0.133333333333333,0,1,1,0,0,0
2,1,210,0,0,1,0,B,2,0.2,0,0,0,-0.133333333333333,0,0,0,0,1,0
1,1,305,0,1,0,0,A,1,0.2,0,0,1,-0.133333333333333,0,0,0,0,0,0
1,1,181,0,1,0,0,A,1,0.2,0,0,1,-0.133333333333333,0,0,0,0,1,0
