id,dataset,model,evo_fname,obs_fname,F,LL,AIC,BIC,R2,alpha_win,alpha_loss,decay,beta,alpha_win_transformed,alpha_loss_transformed,decay_transformed,beta_transformed,alpha_win_ffx,alpha_loss_ffx,decay_ffx,beta_ffx,alpha_win_transformed_ffx,alpha_loss_transformed_ffx,decay_transformed_ffx,beta_transformed_ffx
138,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-144.30334652601,-136.982282472001,-140.982282472001,-148.389847421314,0.621395851855491,-0.943040330608614,-2.04095242189372,0.685428932880337,-1.56832773542288,0.280286619703256,0.114969786692288,0.664949299534167,0.208393380004068,-0.811067620021222,-1.74215084884733,0.403153940980129,-1.58717210736046,0.307663039400854,0.1490399434779,0.599445191711918,0.204503107634
140,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-196.365978327669,-189.071803558625,-193.071803558625,-200.479368507937,0.478721798731752,-0.382602802495703,-0.340714628233786,2.64111037729594,-1.2911541964502,0.405499286641946,0.41563589594224,0.933460964062642,0.274953249812208,-0.0296241135210458,-0.183013809713988,1.76390378199774,-1.24391715112461,0.492594513207221,0.45437382708862,0.85369790676837,0.288252873494507
141,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-164.613888512598,-157.003623698448,-161.003623698448,-168.411188647761,0.580314270694904,1.05395560375012,-0.562076069136215,1.85087574881441,-1.33657312027702,0.741533759456096,0.363067233866786,0.8642298924184,0.26274452144322,1.13098314489634,-0.542682861323814,1.48822689675422,-1.31705987354167,0.756020288851684,0.367563701608015,0.815811989693046,0.267921869272175
144,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-84.5747725920354,-77.9966227749964,-81.9966227749964,-89.4041877243088,0.791371432879806,-0.0206424926074007,-1.10018124984791,1.32522217816592,-1.82361495046827,0.494839560101166,0.249705935683769,0.790049228234603,0.16144109326062,0.0724403138734774,-1.08935680197688,0.954855979481705,-1.7964958591295,0.518102163049897,0.251739416619723,0.722090704908625,0.165879134850879
145,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-132.402019479153,-125.371198722943,-129.371198722943,-136.778763672256,0.663828500254774,0.36335271921048,-0.152791160057746,1.70515351355621,-1.84995438718337,0.589851789684735,0.461876348048944,0.846206614794753,0.157244338507232,0.420079989283165,-0.149953126594158,1.03111455110982,-1.80635186759283,0.60350239023219,0.462581807433661,0.737131917275435,0.164252259114074
146,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-93.407517126675,-88.4760093249147,-92.4760093249147,-99.8835742742271,0.747273489184293,-0.116707390237844,-0.204267606518287,0.134574883412374,-2.29406522751069,0.470856224670363,0.449109925650949,0.533593037472038,0.100855626283069,0.142944388571099,-0.332987799397225,-0.00568196357752648,-2.12625937250399,0.535675371218217,0.417513823788551,0.498579512930125,0.119282652342153
15,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-122.075298633256,-115.039312220161,-119.039312220161,-126.446877169474,0.688013326511808,-0.379724465052897,-0.961477687717368,-0.511415689425361,-1.72081983421369,0.406193354650879,0.276582435190256,0.374861713815134,0.178919403518178,-0.253938624602222,-0.882311714730357,-0.428886403315362,-1.68820210718524,0.436854308084801,0.292698964374055,0.394392279713094,0.184851568720333
16,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-93.0065613788201,-87.0596747422495,-91.0596747422495,-98.4672396915619,0.76252800631819,0.325296079346699,0.338521920020315,1.16740986599775,-2.13281817014955,0.580614402090942,0.583831434849337,0.762676517247844,0.118502861603053,0.554459131284345,0.271621043446482,0.271903878417738,-2.03537305769916,0.63516952314322,0.567490825268101,0.567560244368638,0.130631740236302
17,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-174.280289839389,-167.521512132656,-171.521512132656,-178.929077081969,0.527998868432414,-0.972949316556394,-0.403128940482805,0.0338717719188345,-1.78110320890147,0.274293031788181,0.400560811188752,0.508467133451898,0.168452206747878,-0.381051803543751,-0.270924066810351,-0.0168815099931485,-1.58767772022616,0.405873240097209,0.432680252194464,0.495779722736121,0.204399734367334
18,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-55.6005625681675,-51.2734235901454,-55.2734235901454,-62.6809885394578,0.848053687800304,0.573451745802326,0.164027743673948,-1.24466044179457,-3.3724956265136,0.639559265101812,0.540915241222367,0.223625810868125,0.0343039206556327,0.87374893915123,-0.292396835757151,-0.885779685036836,-2.57298617787996,0.705525174620034,0.427417183656949,0.291981519882028,0.0763073375753332
19,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-86.4932254094319,-79.4134685517993,-83.4134685517993,-90.8210335011117,0.801179019645404,0.956688716750983,-1.07537593231022,1.29816083667616,-1.66467841125802,0.722458341033123,0.25438207601,0.785525291579447,0.189251509351709,0.937657623691632,-1.03295339083735,0.89020414802289,-1.66110364719537,0.718626265145237,0.262511928995216,0.708932299337088,0.189929249504981
2,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-130.75699189492,-123.373824290336,-127.373824290336,-134.781389239648,0.674466380773922,-1.04125406761636,-3.08362940289907,0.330376355535658,-1.52191003865608,0.260908093690575,0.0437876004488961,0.5818509469587,0.21829453749727,-0.906742052487964,-2.65106730725114,0.19455188846217,-1.53274994390169,0.287666976870552,0.0659232579174588,0.548485136439022,0.215941024370277
20,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-149.535048690738,-142.267868938637,-146.267868938637,-153.675433887949,0.611413353927847,-1.20500822171637,-1.51635519245274,0.157012259709619,-1.64493953878198,0.230585480644328,0.179998863667511,0.539172621499863,0.193024232921192,-1.06829422172753,-1.35022105425848,0.0977887838712048,-1.62219396556628,0.255727611844794,0.205834235073065,0.524427732873317,0.197464992095283
22,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-122.10350471156,-114.684470505672,-118.684470505672,-126.092035454984,0.690365577911073,-0.569224646980567,-2.10642096534274,1.74109591477075,-1.50521983627218,0.361415753033135,0.108474302794514,0.850826212816059,0.221968491742145,-0.641642136003727,-1.90103778290985,1.09931240920429,-1.56582643093851,0.344875427009288,0.129991063645155,0.750131249122271,0.208915287752971
25,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-46.0283823902211,-40.0783502142127,-44.0783502142127,-51.4859151635251,0.915745477473039,0.359112391975336,-3.09056055420461,-0.815109671292963,-1.73498530896481,0.588825552039161,0.0434983073667923,0.306802726244506,0.176402791806925,0.702288546553608,-2.65857504179391,-0.661836304835347,-1.77056898650561,0.668694976615535,0.065462455175984,0.340327232175266,0.17023609922036
27,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-317.453448935878,-312.149759359496,-316.149759359496,-323.557324308808,0.0592675786153171,-1.99031577189231,0.48636153333151,-0.194112876988691,-1.41904086610738,0.12022346009847,0.619248928553001,0.451623586709726,0.241945964219452,-1.54321333530402,0.422630842185983,-0.234483770133172,-1.06765954265007,0.176068636463644,0.604112615378288,0.441646183458389,0.343812254413578
3,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-101.446327863123,-94.0098978485806,-98.0098978485806,-105.417462797893,0.768669829246161,-0.594535198037783,-3.32248067839139,0.303920408095597,-1.54316673863138,0.355594947491522,0.0348079714149188,0.575400612162492,0.213703286309351,-0.419044446221338,-2.82374515036001,0.279897107216737,-1.55609850769375,0.396745428563559,0.0560544400023277,0.569520998083069,0.210957516855794
31,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-199.792200908464,-192.185068268836,-196.185068268836,-203.592633218148,0.470855427671979,0.245890970802652,-1.30458638481786,2.28914717483044,-1.15437124408076,0.561164871598274,0.213394148397712,0.907974214495622,0.315255693484177,0.464223036037505,-1.07357868017895,1.72380144058865,-1.13353875820377,0.614015518051219,0.254723114574683,0.848617837464056,0.321892140094215
38,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-121.785170167843,-114.270800199769,-118.270800199769,-125.678365149081,0.699981493055831,0.030160245199564,-1.12736561920323,2.81591950625697,-1.57999902969374,0.507539489774773,0.244647594664158,0.94353004542149,0.205975298063908,0.135799689807132,-1.12072956824257,1.87948524648676,-1.52781729726973,0.533897844306318,0.24587598171938,0.867551988884953,0.21700881649241
